4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,2.477807288890673532e-01,1.070390783417842995e+00,1.877034737019662058e+00,3.252952650860740480e+00,3.579636084678913033e+00,3.211597570007220792e+00,4.325203757434676888e+00,3.537880426007633972e+00,3.083056824469535773e+00,4.367231073106476735e+00,4.635288248660041965e+00,4.093802748374280043e+00,2.020374332553402930e+00,3.997582255425789377e+00,3.574785423501410708e+00,2.312403307638354999e+00,5.370412288916053711e+00,4.245508148369673052e+00,5.294514007188169558e+00,6.159441341042066753e+00,5.761186617920617259e+00,5.657162744969916446e+00,6.179036078889109440e+00,6.056412706156476311e+00,6.333461754919313513e+00,5.619662122370463031e+00,2.240397090850424711e+00,4.653612187779005538e+00,6.038243366726680605e+00,6.378992454925917599e+00,6.377619299519834861e+00,6.787896802999700441e+00,7.605826478092101439e+00,7.845975142675565728e+00,7.511333480800778339e+00,7.952799164491908712e+00,8.371647144509239524e+00,8.411657144397720387e+00,8.299536832684012211e+00,8.351221853945762774e+00,8.356481207603604133e+00,8.418405102303427867e+00,8.338419719044484424e+00,8.393860321862614882e+00,8.464155925859785157e+00
4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,3.014676876896267732e+00,1.279882293246618508e+00,3.314871343435909168e+00,3.914135222563304595e+00,3.559531627752773097e+00,4.107998593602158799e+00,3.012812914096752781e+00,4.103153830525724466e+00,3.691113708986828446e+00,3.000005093057692029e+00,5.101064738318967784e+00,4.325718531281171231e+00,4.638469363313125093e+00,3.008399642720203548e+00,3.051309673689641677e+00,2.321740899291005800e+00,5.857505831728527568e+00,3.835939229367358205e+00,3.632510659147849985e+00,3.100404232086017675e+00,3.085914945121873920e+00,6.073688224037177008e+00,6.279241515965294340e+00,6.072020898151656354e+00,6.043674996120145693e+00,5.781885240400814752e+00,5.913928528360905545e+00,6.335297900284468930e+00,6.426438507421125657e+00,6.238825507437064211e+00,6.415002577811578455e+00,6.436415946642169317e+00,6.414317926809662396e+00,6.442845534737228874e+00,6.444090150893189595e+00,6.452596596030081955e+00,6.447613175243513517e+00,6.452468223924805457e+00,6.454549414557771314e+00,6.433507727415520350e+00,6.455898752096331350e+00,6.454945228889670261e+00,5.711595245826131872e+00,6.062936853391127201e+00,6.455743036929614043e+00
4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,1.220898511624939120e+00,2.948786329191436018e+00,3.146865185991157166e+00,1.634901102689583441e+00,2.387784337305157489e+00,2.998801409261016016e-01,3.098609945301642465e+00,4.723871631104175073e+00,3.281880205050700106e+00,3.848414635886590496e+00,3.631230191890347125e+00,5.452155543720257569e+00,5.228671064202941032e+00,4.940474684585607790e+00,5.072554103846269591e+00,5.175539441864258627e+00,5.265965285898655424e+00,5.495316934618310611e+00,5.382545808813335775e+00,5.344294939205283868e+00,5.918944419250626865e+00,5.444545969776047656e+00,5.614637899971630652e+00,6.051492029074804435e+00,6.117179760129520361e+00,6.058105947893750454e+00,6.443522118033996549e+00,6.316757829942048375e+00,6.499780376670900139e+00,6.509982791097661092e+00,6.508260216889334870e+00,8.412185573026569330e+00,7.641370743964624346e+00,8.402829540222104043e+00,8.315250632998811398e+00,8.423477650900913716e+00,8.374127695398252413e+00,8.396007176490840607e+00,8.409011139619611441e+00,8.430832588807220418e+00,8.432464482874879153e+00,8.459232693726736585e+00,8.387882105831092616e+00,8.469166752146390920e+00,8.435835578020579817e+00
4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,1.659600091576608261e+00,2.817086399525808166e-02,2.156016937428807179e+00,2.527188980004263286e+00,5.634110487260301170e+00,3.172043424835797598e+00,3.222550748641671348e+00,4.235737302815142158e+00,4.665585905024379976e+00,3.094808466977838179e+00,5.237141125172950495e+00,3.084993539450672451e+00,4.993939393892341982e+00,4.800277717472763328e+00,5.238411070040310591e+00,3.116541261981718769e+00,6.187656667433395263e+00,5.716656829897553749e+00,4.787272553652790030e+00,5.345158482592035298e+00,5.926979347166100531e+00,6.451105971760666691e+00,5.939463418662414007e+00,6.466843944821174972e+00,6.561772402645247304e+00,6.490771465775790006e+00,6.489055056866735782e+00,6.559671910740787482e+00,6.564480729658711766e+00,6.576054094854523413e+00,6.559377487177568966e+00,6.562858468884478214e+00,6.584563998154147058e+00,6.582811534642338813e+00,6.584191744633441701e+00,6.584382041988867229e+00,6.583189001765941128e+00,6.584379552132221924e+00,6.584447567861145600e+00,6.584349431559597399e+00,6.584222167324792707e+00,6.583778475001327735e+00,6.584314218052203849e+00,6.584098546048252842e+00,6.584389069405637507e+00
4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,1.092414007462722214e+00,1.006489401661244232e+00,1.925100533224917587e+00,2.056121983429674671e+00,3.261211186875441648e+00,4.024866512120801154e+00,5.344877343193250141e+00,2.103195708948732090e+00,2.312144248514289124e+00,3.063137737039712150e+00,4.289767316702473465e+00,3.905383385968130838e+00,2.043636914853452780e+00,4.218415331287793890e+00,2.320887098424732731e+00,5.036957558268040813e+00,5.279193539739236662e+00,3.240659004746952121e+00,3.883899579723959938e+00,5.870405671951782978e+00,5.582231998635247550e+00,2.511346540238124536e+00,3.163870848122741108e+00,7.251870697961678935e+00,5.026891626824697035e+00,5.026469032474118137e+00,7.114853799531914547e+00,3.334220081903167099e+00,7.346048025236830092e+00,2.958190767283515932e+00,7.733300883083974675e+00,8.020571050006605418e+00,7.300562089244121644e+00,8.372850665360246580e+00,8.384130816324518065e+00,8.265957894154357888e+00,8.377752139671704512e+00,8.350906331049948506e+00,8.435114350744939316e+00,8.460275158144087371e+00,8.460638726431920276e+00,8.464598121008208409e+00,8.459700434760533128e+00,8.455808374664940175e+00,8.468221428963321529e+00
4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,3.105657387528345748e+00,1.005463968547260611e+00,3.004467537919120357e+00,1.300355822531098493e+00,4.281239913441920564e+00,1.837059629737014976e+00,3.231946088437885223e+00,1.208645923132898092e+00,4.830414601002826380e+00,3.000796362310644838e+00,4.244228440566021554e+00,4.367670437986330256e+00,3.172664774619793349e+00,4.087640749992764277e+00,4.060635601536690231e+00,3.013430114009161276e+00,4.882798936588208960e+00,4.644795603991711097e+00,3.569534011693888065e+00,4.916043965958396988e+00,4.593636054267292046e+00,4.571532229074790621e+00,4.481267906953329216e+00,3.770336361766164490e+00,4.417447038687315697e+00,5.299327202925010027e+00,5.028108297358679479e+00,5.373638841190588877e+00,5.211427317877192600e+00,5.626750116209303876e+00,5.710095432559901596e+00,5.150684797845167751e+00,6.107484622576650146e+00,6.482982773836825530e+00,6.118204348175384055e+00,8.332782999850913086e+00,7.514449258142160026e+00,7.976239030390390283e+00,7.714614150603970266e+00,7.069602574322533250e+00,8.068860931226240041e+00,8.197669757790119860e+00,8.158120543416561787e+00,8.382749532710102258e+00,8.381823474223660142e+00
4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,3.191571305384059976e+00,2.007534942508298226e+00,2.896759859008025462e+00,1.645292412159206297e+00,2.030272391212829763e+00,3.119097427784359500e+00,4.745811000639613475e+00,3.165843047333012805e+00,3.922094630140893656e+00,4.426210777142882691e+00,4.935917478933408375e+00,3.683028456872762924e+00,3.892730375260052611e+00,4.785726895905323630e+00,3.179099214338762636e+00,3.220357637148067109e+00,4.406930123840021807e+00,4.533772484217285736e+00,5.413945196677815375e+00,5.186059226607717676e+00,5.494900056477255212e+00,3.267682205262265160e+00,6.090163014777733252e+00,5.987299359838572421e+00,5.398416111085298397e+00,5.473993880522680655e+00,5.640264938856844879e+00,7.378107832681315870e+00,5.113728686160293080e+00,2.901156404215967655e+00,6.847057830692662606e+00,7.835672712033264986e+00,7.434536875483934715e+00,7.953217013566288074e+00,7.717344948806911020e+00,7.357220068089105780e+00,8.327663966609538448e+00,8.060359293807326964e+00,8.323967375052294670e+00,8.260981659300696833e+00,8.457661768135590563e+00,8.425994573799387766e+00,8.433464785846023659e+00,8.402033049681474353e+00,8.448113982866804150e+00
4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,1.049521632651067904e+00,1.420203330913594186e+00,3.565060262837085325e+00,1.563797602221414840e+00,1.558991350429484335e+00,4.568619439696538720e+00,3.192765320084349323e+00,3.439839206906779800e+00,4.315738509419091429e+00,4.149659737079591793e+00,3.066123650815669954e+00,4.846958072380556537e+00,3.496150752193562639e+00,3.955007663493474102e+00,4.301682118203808081e+00,5.321229244088584664e+00,4.995790467306264304e+00,5.873188644966582217e+00,6.088444850689940679e+00,3.471983750263599067e+00,5.995940073843872398e+00,6.319269044541650615e+00,6.403144610035396589e+00,5.211685309885665696e+00,7.512586417596930133e+00,7.272011806359533814e+00,8.057776038111509109e+00,7.466067028423378105e+00,7.427203572652628871e+00,7.921191330435322975e+00,8.283159307315749231e+00,8.072377601535775327e+00,8.332058637575727289e+00,8.136045043444683600e+00,8.084164067615736471e+00,8.435528793168451500e+00,8.441099291715195463e+00,8.438204223919537839e+00,8.449729657373666214e+00,8.442625450082310579e+00,8.445430755801623945e+00,8.452300794213666535e+00,8.465171996959949041e+00,8.468047901677330458e+00,8.468815798716011756e+00
4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,1.034594599904288037e+00,2.015512478585612222e+00,3.338818584017804181e+00,3.321325112847917982e+00,3.305531651713687680e+00,4.259178705719303792e+00,2.443998591807612808e+00,3.466732363529025029e+00,3.006727196639710442e+00,3.065956892238492326e+00,4.443570542450595795e+00,5.244563058260345301e+00,3.712711316767082881e+00,3.547653296998354744e+00,3.746016341629056612e+00,3.120430328687704868e+00,5.417296988187548124e+00,4.551221445598885751e+00,3.118328651808278451e+00,6.067010517056650620e+00,3.925977619998252344e+00,5.749685118771606263e+00,5.826672357823725612e+00,6.039911136834076544e+00,6.266712718083121914e+00,6.397228927111409114e+00,5.795296665401124869e+00,6.451781549525593462e+00,6.394936796572553206e+00,6.369688517505878167e+00,6.545827418773017214e+00,6.431962173585477949e+00,6.530217326972469039e+00,6.554544682742292849e+00,6.569361683006314401e+00,6.558299711335553006e+00,6.583740949104978313e+00,6.576668754415836204e+00,6.584009424371046748e+00,6.581328089978648599e+00,6.582951994265749285e+00,6.584140998295088032e+00,6.584107385261512846e+00,6.584264216058102193e+00,6.584284578109983244e+00
4.026389191096838793e+00,2.737526288790717577e-01,2.060382395193976368e+00,4.454620314990345165e+00,1.065453803388422660e+00,2.194878080751340388e+00,1.021213686694151246e+00,1.574163364691500089e+00,3.930971598703687064e+00,3.201412928307221240e+00,4.315424008376803400e+00,3.691309377797598046e+00,4.843655103640509552e+00,4.201861249289195577e+00,3.325317975149497673e+00,4.189754537443928228e+00,3.297883884021155509e+00,4.984675960888421464e+00,3.619347751813918990e+00,5.521632925034120731e+00,4.265132895858426032e+00,4.522353255203354294e+00,6.837471640973210363e+00,6.763260231596134986e+00,6.323679971129206656e+00,6.916188041062510727e+00,7.160598769612880332e+00,7.614567203495600900e+00,7.449860514842034043e+00,3.999770625490847831e+00,7.528095520213846648e+00,7.843735444556370062e+00,7.930663362678705752e+00,8.413818529319666339e+00,7.839596233235091027e+00,8.237458370940583308e+00,8.286334483169259357e+00,8.306336543167150310e+00,8.447266398644469376e+00,8.399937746551547235e+00,8.451127407982719220e+00,8.450617755429323807e+00,8.447258285143107059e+00,8.469533542639311463e+00,8.467654235441823829e+00,8.465494055497384096e+00,8.468280589091229160e+00,8.468659411981457552e+00,8.468383111903577287e+00,8.469139894361445542e+00
